address,price,area,furnishing
"4 BHK Independent House for Sale in Aarohi Club Road, Ahmedabad","2.75 Cr ","8730 per sqft ",R
"3 BHK Independent House for Sale in New Ranip, Ahmedabad","80 Lac ","14545 per sqft ",R
"3 BHK Independent House for Sale in Saraspur, Ahmedabad","90 Lac ","6452 per sqft ",F
"3 BHK Independent House for Sale in Vastral, Ahmedabad","1.25 Cr ","13889 per sqft ",S
"4 BHK Independent House for Sale in Satellite, Ahmedabad","2.10 Cr ","11667 per sqft ",R
"7 BHK Independent House for Sale in Bapunagar, Ahmedabad","80 Lac ","4848 per sqft ",S
"5 BHK Independent House for Sale in Vejalpur, Jivraj park, Ahmedabad","95 Lac ","6333 per sqft ",S
"4 BHK Independent House for Sale in Ghatlodiya, Ahmedabad","1.40 Cr ","11523 per sqft ",S
"1 BHK Independent House for Sale in Vasna, Ahmedabad","1.50 Cr ","11111 per sqft ",U
"7 BHK Independent House for Sale in Science City, Ahmedabad","16 Cr ","12698 per sqft ",F
"3 BHK Independent House for Sale in South Bopal, Bopal, Ahmedabad","2.25 Cr ","12500 per sqft ",R
"4 BHK Independent House for Sale in Sanand, Ahmedabad","4.50 Cr ","31735 per sqft ",U
"4 BHK Independent House for Sale in Thaltej, Ahmedabad","4 Cr ","13675 per sqft ",F
"3 BHK Independent House for Sale in Thaltej, Ahmedabad","3.60 Cr ","10526 per sqft ",R
"4 BHK Independent House for Sale in Maninagar, Ahmedabad","1.65 Cr ","10536 per sqft ",R
"2 BHK Independent House for Sale in Sanand Nalsarovar Road, Ahmedabad","56 Lac ","3084 per sqft ",R
"3 BHK Independent House for Sale in Nava Naroda, Ahmedabad","74 Lac ","7475 per sqft ",S
"4 BHK Independent House for Sale in Shela, Ahmedabad","7.50 Cr ","8818 per sqft ",S
"6 BHK Independent House for Sale in Nava Vadaj, Ahmedabad","3.30 Cr ","11640 per sqft ",U
"4 BHK Independent House for Sale in Jashoda Nagar, Ahmedabad","85 Lac ","5667 per sqft ",F
"3 BHK Independent House for Sale in Ahmedabad","1.30 Cr ","6341 per sqft ",R
"2 BHK Independent House for Sale in Chekhala, Ahmedabad","3.25 Cr ","17114 per sqft ",S
"3 BHK Independent House for Sale in Ahmedabad","75 Lac ","6410 per sqft ",R
"4 BHK Independent House for Sale in Gota, Ahmedabad","2.98 Cr ","11037 per sqft ",U
"3 BHK Independent House for Sale in Satellite, Ahmedabad","3 Cr ","14620 per sqft ",F
"2 BHK Independent House for Sale in Karmchari Nagar, Ahmedabad","1.25 Cr ","13889 per sqft ",F
"1 BHK Independent House for Sale in Ambica Nagar, Sabarmati, Ahmedabad","60 Lac ","12500 per sqft ",R
"1 BHK Independent House for Sale in Aslali, Ahmedabad","1.16 Cr ","10417 per sqft ",N
"2 BHK Independent House for Sale in Sardar Patel Ring Road, Ahmedabad","88.1 Lac ","3915 per sqft ",N
"3 BHK Independent House for Sale in Kathwada, Ahmedabad","95 Lac ","5385 per sqft ",S
"4 BHK Independent House for Sale in Hanspura, Naroda, Ahmedabad","1.30 Cr ","11111 per sqft ",R
"2 BHK Independent House for Sale in Chandlodia, Chanakyapuri, Ahmedabad","52 Lac ","52000 per sqft ",R
"1 BHK Independent House for Sale in Amraiwadi, Ahmedabad","16 Lac ","20000 per sqft ",S
"2 BHK Independent House for Sale in Krishna Nagar, Saijpur Bogha, Ahmedabad","65 Lac ","7879 per sqft ",R
"5 BHK Independent House for Sale in Kasindra, Ahmedabad","1.45 Cr ","4319 per sqft ",F
"5 BHK Independent House for Sale in Kasindra, Ahmedabad","1.45 Cr ","4319 per sqft ",F
"2 BHK Independent House for Sale in Shanti Nagar, Usman Pura, Ahmedabad","1.50 Cr ","28439 per sqft ",R
"5 BHK Independent House for Sale in Shilaj, Ahmedabad","6.50 Cr ","11094 per sqft ",S
"4 BHK Independent House for Sale in Sindhu Bhavan Marg, Ahmedabad","27 Cr ","16207 per sqft ",U
"2 BHK Independent House for Sale in Hansol, Ahmedabad","45 Lac ","3462 per sqft ",R
"2 BHK Independent House for Sale in Chandkheda, Ahmedabad","65 Lac ","8626 per sqft ",R
"1 BHK Independent House for Sale in Chandkheda, Ahmedabad","60 Lac ","6667 per sqft ",R
"4 BHK Independent House for Sale in Rambagh, Ahmedabad","4 Cr ","26936 per sqft ",R
"4 BHK Independent House for Sale in Science City, Ahmedabad","3.25 Cr ","19626 per sqft ",S
"4 BHK Independent House for Sale in Bopal, Ahmedabad","12 Cr ","28674 per sqft ",R
"8 BHK Independent House for Sale in Maninagar, Ahmedabad","2.50 Cr ","6173 per sqft ",S
"5 BHK Independent House for Sale in Manekbaug Society, Ambawadi, Ahmedabad","3.21 Cr ","11889 per sqft ",R
"1 BHK Independent House for Sale in Chaloda, Juhapura, Ahmedabad","54 Lac ","1875 per sqft ",N
"2 BHK Independent House for Sale in Naroda, Ahmedabad","28.5 Lac ","3167 per sqft ",S
"2 BHK Independent House for Sale in Maninagar, Ahmedabad","80 Lac ","5926 per sqft ",U
"4 BHK Independent House for Sale in Ayojan Nagar, Ahmedabad","3.60 Cr ","13333 per sqft ",R
"2 BHK Independent House for Sale in Isanpur, Ahmedabad","38 Lac ","6333 per sqft ",R
"4 BHK Independent House for Sale in Memnagar, Ahmedabad","5.75 Cr ","14858 per sqft ",U
"4 BHK Independent House for Sale in Gota, Ahmedabad","1.25 Cr ","8603 per sqft ",R
"9 BHK Independent House for Sale in Ram Nagar, Sabarmati, Ahmedabad","3 Cr ","10101 per sqft ",R
"3 BHK Independent House for Sale in Ghodasar, Ahmedabad","41 Lac ","4227 per sqft ",R
"5 BHK Independent House for Sale in Shilaj, Ahmedabad","6.20 Cr ","11481 per sqft ",U
"2 BHK Independent House for Sale in Ahmedabad","56 Lac ","5714 per sqft ",R
"4 BHK Independent House for Sale in Bodakdev, Ahmedabad","3 Cr ","13333 per sqft ",U
"2 BHK Independent House for Sale in Hatkeshwar, Ahmedabad","40 Lac ","4000 per sqft ",R
"3 BHK Independent House for Sale in South Bopal, Bopal, Ahmedabad","1.60 Cr ","9877 per sqft ",R
"3 BHK Independent House for Sale in Kalupur, Ahmedabad","50 Lac ","2778 per sqft ",S
"2 BHK Independent House for Sale in Nikol, Ahmedabad","65 Lac ","7222 per sqft ",F
"5 BHK Independent House for Sale in Isanpur, Ahmedabad","95 Lac ","4691 per sqft ",R
"4 BHK Independent House for Sale in Shilaj, Ahmedabad","5 Cr ","11671 per sqft ",R
"3 BHK Independent House for Sale in Maninagar East, Maninagar, Ahmedabad","60 Lac ","5556 per sqft ",S
"3 BHK Independent House for Sale in Vejalpur, Jivraj park, Ahmedabad","67 Lac ","3941 per sqft ",R
"2 BHK Independent House for Sale in Kolat, Ahmedabad","6.25 Cr ","34722 per sqft ",F
"3 BHK Independent House for Sale in Juhapura, Ahmedabad","40 Lac ","5926 per sqft ",R
"2 BHK Independent House for Sale in Sabarmati, Ahmedabad","70 Lac ","6567 per sqft ",U
"1 BHK Independent House for Sale in Maningar East, Khokhra, Ahmedabad","50 Lac ","3333 per sqft ",S
"3 BHK Independent House for Sale in Singarva, Ahmedabad","15 Lac ","1250 per sqft ",R
"3 BHK Independent House for Sale in South Bopal, Bopal, Ahmedabad","1.31 Cr ","10472 per sqft ",R
"2 BHK Independent House for Sale in Naroda, Ahmedabad","60 Lac ","6667 per sqft ",R
"3 BHK Independent House for Sale in Vastral, Ahmedabad","2 Cr ","11111 per sqft ",R
"4 BHK Independent House for Sale in Prahlad Nagar, Ahmedabad","8.25 Cr ","13580 per sqft ",F
"5 BHK Independent House for Sale in SG Highway, Ahmedabad","14 Cr ","15402 per sqft ",U
"4 BHK Independent House for Sale in Shahibuag, Ahmedabad","4.15 Cr ","20960 per sqft ",F
"5 BHK Independent House for Sale in Vaishno Devi, Ahmedabad","14 Cr ","14538 per sqft ",U
"4 BHK Independent House for Sale in Hirawadi, Bapunagar, Ahmedabad","75 Lac ","5357 per sqft ",R
"4 BHK Independent House for Sale in Sanathal, Ahmedabad","2.30 Cr ","7516 per sqft ",R
"3 BHK Independent House for Sale in Sola, Ahmedabad","2.30 Cr ","12778 per sqft ",F
"2 BHK Independent House for Sale in Naroda, Ahmedabad","80 Lac ","8466 per sqft ",F
"6 BHK Independent House for Sale in Usman Pura, Ahmedabad","5 Cr ","11201 per sqft ",F
"5 BHK Independent House for Sale in Isanpur, Ahmedabad","1.05 Cr ","5250 per sqft ",S
"3 BHK Independent House for Sale in South Bopal, Bopal, Ahmedabad","1.35 Cr ","7143 per sqft ",R
"2 BHK Independent House for Sale in Naranpura, Ahmedabad","66 Lac ","11186 per sqft ",R
"2 BHK Independent House for Sale in India Colony, Bapunagar, Ahmedabad","1.50 Cr ","7937 per sqft ",U
"4 BHK Independent House for Sale in Ahmedabad","35 Lac ","19444 per sqft ",R
"4 BHK Independent House for Sale in Science City, Ahmedabad","4 Cr ","9070 per sqft ",S
"2 BHK Independent House for Sale in Bapunagar, Ahmedabad","20 Lac ","2857 per sqft ",R
"4 BHK Independent House for Sale in Ahmedabad","1.20 Cr ","10000 per sqft ",R
"4 BHK Independent House for Sale in Maninagar, Ahmedabad","6.50 Cr ","16230 per sqft ",U
"3 BHK Independent House for Sale in Ghatlodia, Ahmedabad","2.50 Cr ","15432 per sqft ",F
"5 BHK Independent House for Sale in South Bopal, Bopal, Ahmedabad","7 Cr ","10370 per sqft ",U
"4 BHK Independent House for Sale in Thaltej, Ahmedabad","8 Cr ","16162 per sqft ",F
"4 BHK Independent House for Sale in Shela, Ahmedabad","6.26 Cr ","15630 per sqft ",F
"4 BHK Independent House for Sale in Vastral, Ahmedabad","79.5 Lac ","4274 per sqft ",S
"3 BHK Independent House for Sale in Ghuma, Ahmedabad","5.60 Cr ","16817 per sqft ",S
"4 BHK Independent House for Sale in Shela, Ahmedabad","7.50 Cr ","12438 per sqft ",U
"3 BHK Independent House for Sale in Vastral, Ahmedabad","92 Lac ","7342 per sqft ",U
"3 BHK Independent House for Sale in Bodakdev, Ahmedabad","4.50 Cr ","21552 per sqft ",R
"4 BHK Independent House for Sale in Ranip, Ahmedabad","1.80 Cr ","10000 per sqft ",U
"3 BHK Independent House for Sale in Vastral, Ahmedabad","40 Lac ","1896 per sqft ",F
"3 BHK Independent House for Sale in Vastral, Ahmedabad","40 Lac ","3810 per sqft ",R
"4 BHK Independent House for Sale in Nikol, Ahmedabad","56 Lac ","9290 per sqft ",S
"4 BHK Independent House for Sale in SG Highway, Ahmedabad","2.30 Cr ","7516 per sqft ",F
"3 BHK Independent House for Sale in Science City Road, Ahmedabad","1 Cr ","28571 per sqft ",U
"4 BHK Independent House for Sale in South Bopal, Bopal, Ahmedabad","2.75 Cr ","8730 per sqft ",R
"4 BHK Independent House for Sale in Thaltej, Ahmedabad","8.50 Cr ","23611 per sqft ",U
"3 BHK Independent House for Sale in Nana Chiloda, Ahmedabad","1.50 Cr ","4695 per sqft ",R
"2 BHK Independent House for Sale in Ghodasar, Ahmedabad","1.10 Cr ","11111 per sqft ",R
"2 BHK Independent House for Sale in Amraiwadi, Ahmedabad","75 Lac ","4167 per sqft ",R
"4 BHK Independent House for Sale in Naroda, Ahmedabad","69 Lac ","3067 per sqft ",R
"1 BHK Independent House for Sale in Naroda, Ahmedabad","16.5 Lac ","2750 per sqft ",R
"4 BHK Independent House for Sale in Ghatlodiya, Ahmedabad","1.10 Cr ","11640 per sqft ",R
"2 BHK Independent House for Sale in Nava Naroda, Ahmedabad","80 Lac ","5487 per sqft ",R
"5 BHK Independent House for Sale in GokulDham, 132 Feet Ring Road, Ahmedabad","6.50 Cr ","11649 per sqft ",U
"6 BHK Independent House for Sale in Naranpura, Ahmedabad","4.29 Cr ","8938 per sqft ",R
"4 BHK Independent House for Sale in Ghodasar, Ahmedabad","1.50 Cr ","7407 per sqft ",R
"4 BHK Independent House for Sale in Sola, Ahmedabad","2.35 Cr ","9853 per sqft ",S
"2 BHK Independent House for Sale in Saroda, Ahmedabad","55.6 Lac ","2684 per sqft ",N
"6 BHK Independent House for Sale in Sardar Patel Ring Road, Ahmedabad","14.51 Cr ","11274 per sqft ",F
"4 BHK Independent House for Sale in New Ranip, Ahmedabad","1.05 Cr ","8400 per sqft ",R
"1 BHK Independent House for Sale in Ahmedabad","13 Lac ","4062 per sqft ",U
"3 BHK Independent House for Sale in Odhav, Ahmedabad","32 Lac ","4267 per sqft ",R
"3 BHK Independent House for Sale in Lapkaman, Ahmedabad","1 Cr ","6349 per sqft ",R
"3 BHK Independent House for Sale in Isanpur, Ahmedabad","40 Lac ","5309 per sqft ",R
"3 BHK Independent House for Sale in Vasant Nagar, Ahmedabad","32 Lac ","711 per sqft ",R
"3 BHK Independent House for Sale in Gurukul, Ahmedabad","1.50 Cr ","8333 per sqft ",F
"5 BHK Independent House for Sale in Chandkheda, Ahmedabad","88 Lac ","2963 per sqft ",R
"3 BHK Independent House for Sale in Nikol Naroda Road, Ahmedabad","1.80 Cr ","12270 per sqft ",R
"3 BHK Independent House for Sale in Kasindra, Ahmedabad","67 Lac ","3195 per sqft ",R
"4 BHK Independent House for Sale in Science City, Ahmedabad","4.25 Cr ","11806 per sqft ",S
"2 BHK Independent House for Sale in Virat Nagar, Odhav, Ahmedabad","1.06 Cr ","4244 per sqft ",N
"6 BHK Independent House for Sale in Maninagar, Ahmedabad","2.81 Cr ","6122 per sqft ",S
"4 BHK Independent House for Sale in Isanpur, Ahmedabad","1.15 Cr ","7667 per sqft ",R
"5 BHK Independent House for Sale in Thaltej, Ahmedabad","8.25 Cr ","17394 per sqft ",F
"3 BHK Independent House for Sale in South Bopal, Bopal, Ahmedabad","2.35 Cr ","8704 per sqft ",R
"4 BHK Independent House for Sale in Ramdevnagar, Ahmedabad","4.25 Cr ","15179 per sqft ",S
"4 BHK Independent House for Sale in Memnagar, Ahmedabad","2.60 Cr ","17332 per sqft ",F
"5 BHK Independent House for Sale in South Bopal, Bopal, Ahmedabad","16.11 Cr ","27538 per sqft ",F
"3 BHK Independent House for Sale in Thaltej, Ahmedabad","1.20 Cr ","11111 per sqft ",R
"3 BHK Independent House for Sale in Ambawadi, Ahmedabad","1.35 Cr ","20769 per sqft ",R
"3 BHK Independent House for Sale in Vatva, Ahmedabad","65 Lac ","4815 per sqft ",R
"4 BHK Independent House for Sale in Sola Road, Ahmedabad","1.20 Cr ","9195 per sqft ",R
"4 BHK Independent House for Sale in Science City, Ahmedabad","3.15 Cr ","12111 per sqft ",F
"3 BHK Independent House for Sale in Memnagar, Ahmedabad","1.05 Cr ","6076 per sqft ",R
"4 BHK Independent House for Sale in PRL Colony, Thaltej, Ahmedabad","12 Cr ","26667 per sqft ",F
"4 BHK Independent House for Sale in Sanathal, Ahmedabad","2 Cr ","7407 per sqft ",U
"3 BHK Independent House for Sale in Vastral, Ahmedabad","3.15 Cr ","14000 per sqft ",F
"4 BHK Independent House for Sale in Isanpur, Ahmedabad","65 Lac ","6842 per sqft ",R
"3 BHK Independent House for Sale in Ghuma, Ahmedabad","5.50 Cr ","16517 per sqft ",R
"4 BHK Independent House for Sale in Sanathal, Ahmedabad","4.81 Cr ","11720 per sqft ",U
"3 BHK Independent House for Sale in Naroda, Ahmedabad","55 Lac ","2555 per sqft ",R
"3 BHK Independent House for Sale in Aarohi Club Road, Ahmedabad","2.45 Cr ","5867 per sqft ",F
"4 BHK Independent House for Sale in Science City, Ahmedabad","7.51 Cr ","10753 per sqft ",U
"3 BHK Independent House for Sale in Ahmedabad","51 Lac ","2833 per sqft ",S
"3 BHK Independent House for Sale in Bopal, Ahmedabad","1.65 Cr ","7161 per sqft ",F
"3 BHK Independent House for Sale in Kankaria, Ahmedabad","2.50 Cr ","9107 per sqft ",U
"5 BHK Independent House for Sale in Prahlad Nagar, Ahmedabad","9 Cr ","14493 per sqft ",F
"7 BHK Independent House for Sale in Gulbai Tekra, Ahmedabad","6.50 Cr ","18056 per sqft ",R
"2 BHK Independent House for Sale in Virat Nagar, Odhav, Ahmedabad","22 Lac ","2200 per sqft ",R
"5 BHK Independent House for Sale in Bodakdev, Ahmedabad","7 Cr ","24005 per sqft ",U
"2 BHK Independent House for Sale in Shahibaug, Ahmedabad","2.75 Cr ","14212 per sqft ",R
"5 BHK Independent House for Sale in Thaltej, Ahmedabad","8 Cr ","13675 per sqft ",F
"4 BHK Independent House for Sale in Shela, Ahmedabad","8.50 Cr ","28025 per sqft ",U
"4 BHK Independent House for Sale in Shela, Ahmedabad","2.11 Cr ","6895 per sqft ",U
"4 BHK Independent House for Sale in Zundal, Ahmedabad","1.60 Cr ","5309 per sqft ",S
"6 BHK Independent House for Sale in Manekbaug Society, Ambawadi, Ahmedabad","4.60 Cr ","12778 per sqft ",S
"3 BHK Independent House for Sale in Bopal, Ahmedabad","1.11 Cr ","6167 per sqft ",R
"2 BHK Independent House for Sale in Maninagar East, Maninagar, Ahmedabad","58 Lac ","4603 per sqft ",R
"3 BHK Independent House for Sale in Ahmedabad","42 Lac ","5600 per sqft ",R
"2 BHK Independent House for Sale in Bavla, Ahmedabad","32 Lac ","3368 per sqft ",R
"4 BHK Independent House for Sale in Shilaj, Ahmedabad","5.04 Cr ","11492 per sqft ",U
"4 BHK Independent House for Sale in Science City Road, Ahmedabad","3.25 Cr ","14161 per sqft ",F
"4 BHK Independent House for Sale in Sanathal, Ahmedabad","6.25 Cr ","15432 per sqft ",R
"4 BHK Independent House for Sale in SG Highway, Ahmedabad","3.25 Cr ","12241 per sqft ",U
"6 BHK Independent House for Sale in Thaltej Shilaj Road, Ahmedabad","6.51 Cr ","14467 per sqft ",F
"1 BHK Independent House for Sale in Virat Nagar, Odhav, Ahmedabad","30.5 Lac ","35894 per sqft ",R
"4 BHK Independent House for Sale in Ghuma, Ahmedabad","1.20 Cr ","5376 per sqft ",S
"3 BHK Independent House for Sale in Hatkeshwar, Ahmedabad","85 Lac ","6988 per sqft ",S
"8 BHK Independent House for Sale in Vatva, Ahmedabad","1.20 Cr ","3158 per sqft ",R
"4 BHK Independent House for Sale in South Bopal, Bopal, Ahmedabad","2.75 Cr ","7639 per sqft ",R
"4 BHK Independent House for Sale in Science City, Ahmedabad","3.40 Cr ","10074 per sqft ",R
"3 BHK Independent House for Sale in Kolat, Ahmedabad","55 Lac ","24336 per sqft ",U
"4 BHK Independent House for Sale in Corporate Road, Ahmedabad","3 Cr ","13889 per sqft ",U
"4 BHK Independent House for Sale in Prahlad Nagar, Ahmedabad","3.15 Cr ","15909 per sqft ",F
"4 BHK Independent House for Sale in Bhadaj, Ahmedabad","4.10 Cr ","12654 per sqft ",U
"5 BHK Independent House for Sale in SG Highway, Ahmedabad","15 Cr ","15576 per sqft ",U
"4 BHK Independent House for Sale in Ghuma, Ahmedabad","3.10 Cr ","7688 per sqft ",F
"4 BHK Independent House for Sale in Shilaj, Ahmedabad","4.75 Cr ","11995 per sqft ",U
"3 BHK Independent House for Sale in Jivraj Park, Ahmedabad","1.40 Cr ","7977 per sqft ",R
"1 BHK Independent House for Sale in Maninagar, Ahmedabad","47 Lac ","10398 per sqft ",R
"3 BHK Independent House for Sale in Vastral, Ahmedabad","1.15 Cr ","8168 per sqft ",R
"3 BHK Independent House for Sale in Hathijan, Ahmedabad","18 Lac ","56250 per sqft ",U
"3 BHK Independent House for Sale in Hebatpur, Ahmedabad","3 Cr ","17182 per sqft ",F
"3 BHK Independent House for Sale in Nava Vadaj, Ahmedabad","2.15 Cr ","9556 per sqft ",R
"4 BHK Independent House for Sale in Science City, Ahmedabad","2.40 Cr ","10101 per sqft ",U
"3 BHK Independent House for Sale in Aarohi Club Road, Ahmedabad","2.25 Cr ","7143 per sqft ",S
"4 BHK Independent House for Sale in Ghatlodia, Ahmedabad","2.75 Cr ","11936 per sqft ",S
"3 BHK Independent House for Sale in Vastral, Ahmedabad","1.11 Cr ","8222 per sqft ",U
"5 BHK Independent House for Sale in Thaltej, Ahmedabad","6.50 Cr ","18056 per sqft ",F
"4 BHK Independent House for Sale in Nava Naroda, Ahmedabad","1.15 Cr ","6571 per sqft ",U
"6 BHK Independent House for Sale in Chandkheda, Ahmedabad","85 Lac ","3778 per sqft ",F
"3 BHK Independent House for Sale in Manipur, Ahmedabad","1.78 Cr ","62456 per sqft ",S
"4 BHK Independent House for Sale in Ahmedabad","1.30 Cr ","6566 per sqft ",S
"4 BHK Independent House for Sale in Thaltej, Ahmedabad","5 Cr ","14854 per sqft ",F
"4 BHK Independent House for Sale in South Bopal, Bopal, Ahmedabad","2.25 Cr ","9259 per sqft ",R
"4 BHK Independent House for Sale in Memnagar, Ahmedabad","2 Cr ","11111 per sqft ",F
"3 BHK Independent House for Sale in Thaltej, Ahmedabad","4.50 Cr ","19608 per sqft ",U
"2 BHK Independent House for Sale in Isanpur, Ahmedabad","55 Lac ","6111 per sqft ",R
"5 BHK Independent House for Sale in Ahmedabad","3.50 Cr ","116667 per sqft ",F
"4 BHK Independent House for Sale in Paldi, Ahmedabad","1.65 Cr ","7639 per sqft ",S
"4 BHK Independent House for Sale in Thaltej, Ahmedabad","2.10 Cr ","8974 per sqft ",F
"3 BHK Independent House for Sale in Sanand, Ahmedabad","2.75 Cr ","3166 per sqft ",U
"5 BHK Independent House for Sale in Ghuma, Ahmedabad","4.15 Cr ","9222 per sqft ",F
"2 BHK Independent House for Sale in Ahmedabad","51 Lac ","7727 per sqft ",S
"2 BHK Independent House for Sale in Adroda, Ahmedabad","49 Lac ","4083 per sqft ",U
"2 BHK Independent House for Sale in Bopal, Ahmedabad","65 Lac ","5556 per sqft ",R
"4 BHK Independent House for Sale in Vaishno Devi, Ahmedabad","9.50 Cr ","14526 per sqft ",F
"2 BHK Independent House for Sale in Vastral, Ahmedabad","32 Lac ","6809 per sqft ",R
"1 BHK Independent House for Sale in Thakkarbapu Nagar, Ahmedabad","28 Lac ","5833 per sqft ",U
"2 BHK Independent House for Sale in Bapunagar, Ahmedabad","45 Lac ","3030 per sqft ",R
"4 BHK Independent House for Sale in Shela, Ahmedabad","2 Cr ","11111 per sqft ",U
"2 BHK Independent House for Sale in Vejalpur, Jivraj park, Ahmedabad","72 Lac ","7273 per sqft ",R
"6 BHK Independent House for Sale in Sanathal, Ahmedabad","6.50 Cr ","11649 per sqft ",F
"4 BHK Independent House for Sale in Tragad, Ahmedabad","1.25 Cr ","8929 per sqft ",U
"4 BHK Independent House for Sale in Shela, Ahmedabad","5.50 Cr ","13733 per sqft ",F
"3 BHK Independent House for Sale in Amraiwadi, Ahmedabad","92 Lac ","3799 per sqft ",R
"3 BHK Independent House for Sale in Science City, Ahmedabad","4.80 Cr ","17486 per sqft ",F
"7 BHK Independent House for Sale in Bapunagar, Ahmedabad","55 Lac ","2263 per sqft ",R
"4 BHK Independent House for Sale in Shela, Ahmedabad","3.60 Cr ","9132 per sqft ",S
"1 BHK Independent House for Sale in Naroda, Ahmedabad","40 Lac ","5714 per sqft ",R
"1 BHK Independent House for Sale in Amraiwadi, Ahmedabad","65 Lac ","6391 per sqft ",R
"3 BHK Independent House for Sale in Ghatlodiya, Ahmedabad","1.10 Cr ","55000 per sqft ",S
"2 BHK Independent House for Sale in Sanand, Ahmedabad","8 Cr ","52083 per sqft ",F
"5 BHK Independent House for Sale in Thaltej, Ahmedabad","8.50 Cr ","13265 per sqft ",U
"3 BHK Independent House for Sale in Science City, Ahmedabad","5 Cr ","12346 per sqft ",F
"4 BHK Independent House for Sale in Vatva, Ahmedabad","80 Lac ","4040 per sqft ",F
"2 BHK Independent House for Sale in Samrat Nagar, Isanpur, Ahmedabad","68.5 Lac ","6920 per sqft ",R
"4 BHK Independent House for Sale in Bhadaj, Ahmedabad","3.50 Cr ","15432 per sqft ",U
"4 BHK Independent House for Sale in Ghuma, Ahmedabad","1.70 Cr ","10552 per sqft ",S
"1 BHK Independent House for Sale in Narolgam, Ahmedabad","16 Lac ","4706 per sqft ",R
"4 BHK Independent House for Sale in Sanathal, Ahmedabad","2.30 Cr ","7516 per sqft ",R
"5 BHK Independent House for Sale in Science City, Ahmedabad","4.90 Cr ","11203 per sqft ",R
"3 BHK Independent House for Sale in South Bopal, Bopal, Ahmedabad","1.75 Cr ","11438 per sqft ",R
"3 BHK Independent House for Sale in Sola, Ahmedabad","1.50 Cr ","8333 per sqft ",S
"4 BHK Independent House for Sale in Bhadaj, Ahmedabad","4.15 Cr ","129688 per sqft ",U
"4 BHK Independent House for Sale in Ghodasar, Ahmedabad","2.50 Cr ","14706 per sqft ",R
"4 BHK Independent House for Sale in Memnagar, Ahmedabad","7 Cr ","23333 per sqft ",R
"4 BHK Independent House for Sale in Naranpura, Ahmedabad","3.75 Cr ","13441 per sqft ",R
"4 BHK Independent House for Sale in Bopal, Ahmedabad","4 Cr ","12346 per sqft ",S
"4 BHK Independent House for Sale in Lambha, Ahmedabad","62.5 Lac ","3019 per sqft ",N
